DateTime,Battery,Heading,Pitch,Roll,Pressure,Temperature,AnalogIn1,AnalogIn2,Speed#1(1.1m),Dir#1(1.1m),Speed#2(2.1m),Dir#2(2.1m),Speed#3(3.1m),Dir#3(3.1m),Speed#4(4.1m),Dir#4(4.1m),Speed#5(5.1m),Dir#5(5.1m),Speed#6(6.1m),Dir#6(6.1m),Speed#7(7.1m),Dir#7(7.1m),Speed#8(8.1m),Dir#8(8.1m),Speed#9(9.1m),Dir#9(9.1m),Speed#10(10.1m),Dir#10(10.1m),Speed#11(11.1m),Dir#11(11.1m),Speed#12(12.1m),Dir#12(12.1m),Speed#13(13.1m),Dir#13(13.1m),Speed#14(14.1m),Dir#14(14.1m),Speed#15(15.1m),Dir#15(15.1m),
10/16/2019 15:46:32, 23.6,198.3,-72.5,-87.4,  0.898, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:33, 23.6,196.1,-73.3,-86.3,  0.895, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:33, 23.6,196.1,-73.3,-86.3,  0.898, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:33, 23.6,196.1,-73.3,-86.3,  0.899, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:33, 23.6,196.1,-73.3,-86.3,  0.897, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:34, 23.6,196.7,-72.9,-86.3,  0.899, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:34, 23.6,196.7,-72.9,-86.3,  0.897, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:34, 23.6,196.7,-72.9,-86.3,  0.897, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:34, 23.6,196.7,-72.9,-86.3,  0.896, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:35, 23.0,197.0,-72.6,-86.8,  0.896, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:35, 23.0,197.0,-72.6,-86.8,  0.898, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:35, 23.0,197.0,-72.6,-86.8,  0.898, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:35, 23.0,197.0,-72.6,-86.8,  0.899, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:36, 23.6,199.5,-72.5,-87.9,  0.901, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:36, 23.6,199.5,-72.5,-87.9,  0.896, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:36, 23.6,199.5,-72.5,-87.9,  0.899, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:36, 23.6,199.5,-72.5,-87.9,  0.898, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:37, 23.6,198.1,-71.7,-86.9,  0.898, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:37, 23.6,198.1,-71.7,-86.9,  0.897, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:37, 23.6,198.1,-71.7,-86.9,  0.899, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:37, 23.6,198.1,-71.7,-86.9,  0.898, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:38, 23.6,199.0,-72.2,-87.6,  0.897, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:38, 23.6,199.0,-72.2,-87.6,  0.899, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:38, 23.6,199.0,-72.2,-87.6,  0.896, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:38, 23.6,199.0,-72.2,-87.6,  0.897, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:39, 23.6,200.3,-71.7,-88.3,  0.898, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:39, 23.6,200.3,-71.7,-88.3,  0.900, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:39, 23.6,200.3,-71.7,-88.3,  0.897, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:39, 23.6,200.3,-71.7,-88.3,  0.895, 18.48,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:40, 11.5,200.6,-71.6,-88.2,  0.897, 18.46,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:40, 11.5,200.6,-71.6,-88.2,  0.895, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:40, 11.5,200.6,-71.6,-88.2,  0.898, 18.48,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:40, 11.5,200.6,-71.6,-88.2,  0.898, 18.48,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:41, 10.9,197.8,-73.2,-87.2,  0.896, 18.48,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:41, 10.9,197.8,-73.2,-87.2,  0.898, 18.48,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:41, 10.9,197.8,-73.2,-87.2,  0.896, 18.48,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:41, 10.9,197.8,-73.2,-87.2,  0.894, 18.46,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:42, 10.3,201.0,-71.5,-88.3,  0.896, 18.47,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:42, 10.3,201.0,-71.5,-88.3,  0.896, 18.48,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:42, 10.3,201.0,-71.5,-88.3,  0.897, 18.48,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:42, 10.3,201.0,-71.5,-88.3,  0.894, 18.48,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:43, 23.6,196.3,-73.4,-86.5,  0.896, 18.48,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:43, 23.6,196.3,-73.4,-86.5,  0.897, 18.48,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:43, 23.6,196.3,-73.4,-86.5,  0.895, 18.48,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:43, 23.6,196.3,-73.4,-86.5,  0.896, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:44, 23.6,195.5,-73.0,-85.7,  0.895, 18.48,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:44, 23.6,195.5,-73.0,-85.7,  0.895, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:44, 23.6,195.5,-73.0,-85.7,  0.896, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:44, 23.6,195.5,-73.0,-85.7,  0.898, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:45, 23.6,194.1,-73.1,-84.8,  0.895, 18.49,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:45, 23.6,194.1,-73.1,-84.8,  0.896, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:45, 23.6,194.1,-73.1,-84.8,  0.895, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:45, 23.6,194.1,-73.1,-84.8,  0.896, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
10/16/2019 15:46:46, 23.6,198.0,-73.1,-87.3,  0.896, 18.50,  0.0,  0.0,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,  0.000,   0.00,
